company_id,legal_entity,website,city,state,nace_code,nace_label,employees,revenue_eur_m,balance_sheet_eur_m,sme_status,group_check,iso_50001_status,iso_14001_status,emas_status,three_shift_operation,pv_present,public_load_profile_available,public_fossil_heat_signal,refrigeration_or_compressor_signal,batch_or_refrigeration_signal,rectifier_converter_furnace_signal,multi_shift_or_batch_signal,heat_recovery_deployed,energy_management_deployed,flexibility_solution_deployed,thermal_storage_deployed,battery_storage_deployed,power_quality_solution_deployed,industrial_heat_electrification_deployed,public_targets_summary,public_investments_summary,last_verified_date,next_review_date,evidence_confidence,source_urls,review_status,reviewer
P38,Krämer + Eckert GmbH & Co. KG,https://eloxalwerk-ehingen.com/,Ehingen,Baden-Württemberg,25.61,Treatment and coating of metals,150,,,probable,family_owned,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.eloxalwerk-ehingen.com/kontakt/anfahrt/ | https://eloxalwerk-ehingen.com/,PROVISIONAL,Codex research; Anna review pending
P39,Eloxal Höfler GmbH,https://www.eloxal-hoefler.de/,Steißlingen,Baden-Württemberg,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,DOCUMENT_FOUND_VALIDITY_UNCLEAR,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.eloxal-hoefler.de/kontakt.html | https://www.eloxal-hoefler.de/,PROVISIONAL,Codex research; Anna review pending
P40,OFTECH Oberflächentechnik GmbH & Co. KG,https://oftech.de/,Troisdorf,North Rhine-Westphalia,25.61,Treatment and coating of metals,,,,probable,unknown,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,C,https://oftech.de/,PROVISIONAL,Codex research; Anna review pending
P41,"Galvano Weis, Weis GmbH & Co., Galvanische-Werkstätte KG",https://www.galvano-weis.com/,Emmering,Bavaria,25.61,Treatment and coating of metals,,,,probable,family_owned,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.galvano-weis.com/ | https://www.keytobavaria.com/,PROVISIONAL,Codex research; Anna review pending
P42,OT Oberflächentechnik GmbH & Co. KG,https://www.ot-schwerin.de/,Schwerin,Mecklenburg-Vorpommern,25.61,Treatment and coating of metals,,,,probable,unknown,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,C,https://www.ot-schwerin.de/,PROVISIONAL,Codex research; Anna review pending
P43,WZR ceramic solutions GmbH,https://wzr-ceramic.de/,Rheinbach,North Rhine-Westphalia,23.44,Manufacture of other technical ceramic products,12,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://wzr-ceramic.de/impressum/ | https://www.ressource-deutschland.de/,PROVISIONAL,Codex research; Anna review pending
P44,OXIDKERAMIK J. Cardenas GmbH,https://oxidkeramik.de/,Albershausen,Baden-Württemberg,23.44,Manufacture of other technical ceramic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://oxidkeramik.de/ | https://www.ceramic-applications.com/,PROVISIONAL,Codex research; Anna review pending
P45,Glasmanufaktur HARZKRISTALL GmbH,https://www.harzkristall.de/,Derenburg,Saxony-Anhalt,23.13,Manufacture of hollow glass,,,,probable,foundation_owned,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.harzkristall.de/impressum | https://www.harzkristall.de/,PROVISIONAL,Codex research; Anna review pending
P46,Porzellanfabrik Hermsdorf GmbH,https://www.pofahermsdorf.de/,Hermsdorf,Thuringia,23.44,Manufacture of other technical ceramic products,,,,probable,linked_enterprise_check,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.pofahermsdorf.de/impressum/ | https://www.pofahermsdorf.de/,PROVISIONAL,Codex research; Anna review pending
P47,hofmann CERAMiC GmbH,https://www.hofmann-ceramic.de/,Breitscheid-Erdbach,Hesse,23.44,Manufacture of other technical ceramic products,,,,probable,linked_enterprise_check,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.hofmann-ceramic.de/en/imprint/ | https://www.hofmann-ceramic.de/,PROVISIONAL,Codex research; Anna review pending
P50,Brauerei Aying Franz Inselkammer KG,https://www.brauerei-ayinger.de/,Aying,Bavaria,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.brauerei-ayinger.de/impressum/ | https://www.brauerei-ayinger.de/,PROVISIONAL,Codex research; Anna review pending
P51,Distelhäuser Brauerei Ernst Bauer GmbH & Co. KG,https://www.distelhaeuser.de/,Tauberbischofsheim,Baden-Württemberg,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,Official company evidence documents heat recovery from wort cooling for hot-water generation.,2026-09-14,2027-03-14,B,https://www.distelhaeuser.de/impressumdatenschutz/ | https://www.distelhaeuser.de/unsere-brauerei/regionalitaet/,PROVISIONAL,Codex research; Anna review pending
P52,Glauner GmbH,https://alpirsbacher.de/,Alpirsbach,Baden-Württemberg,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://alpirsbacher.de/rechtliches/impressum/ | https://alpirsbacher.de/ueber-uns/unsere-werte/,PROVISIONAL,Codex research; Anna review pending
P53,Brauerei Rittmayer Hallerndorf GmbH & Co. KG,https://rittmayer.de/,Hallerndorf,Bavaria,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,YES,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,"Official company evidence documents biomass heat, photovoltaic generation, process heat recovery and heat storage.",2026-09-14,2027-03-14,B,https://rittmayer.de/impressum | https://rittmayer.de/nachhaltigkeit,PROVISIONAL,Codex research; Anna review pending
P54,Privatbrauerei Waldhaus Joh. Schmid GmbH,https://www.waldhaus-bier.de/,Weilheim (Waldhaus),Baden-Württemberg,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,YES,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,Official company evidence documents a 458.4 kWp photovoltaic system and a modernised refrigeration plant; no storage deployment is inferred.,2026-09-14,2027-03-14,B,https://www.waldhaus-bier.de/impressum/ | https://www.waldhaus-bier.de/privatbrauerei/,PROVISIONAL,Codex research; Anna review pending
P55,Merschbrock Kunststoff Spritzguss GmbH,https://www.merschbrock.de/,Verl,North Rhine-Westphalia,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.merschbrock.de/kontakt/ | https://www.merschbrock.de/leistungen/,PROVISIONAL,Codex research; Anna review pending
P56,Spritzguß Müller GmbH,https://www.spritzguss-mueller.de/,Buchbach,Bavaria,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.spritzguss-mueller.de/en/impressum/ | https://www.spritzguss-mueller.de/,PROVISIONAL,Codex research; Anna review pending
P57,Stocker Kunststoff GmbH,https://www.stocker-kunststoff.de/,Edling,Bavaria,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.stocker-kunststoff.de/ | https://www.stocker-kunststoff.de/impressum/,PROVISIONAL,Codex research; Anna review pending
P58,Dorn Spritzguss GmbH,https://www.dorn-spritzguss.de/,Tettnang-Hiltensweiler,Baden-Württemberg,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,DOCUMENT_FOUND_VALIDITY_UNCLEAR,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.dorn-spritzguss.de/impressum/ | https://www.dorn-spritzguss.de/leistungen/spritzguss/,PROVISIONAL,Codex research; Anna review pending
P59,AK Kunststoffspritzguss GmbH & Co. KG,https://ak-kunststoffspritzguss.com/,Abenberg,Bavaria,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://ak-kunststoffspritzguss.com/impressum/ | https://ak-kunststoffspritzguss.com/,PROVISIONAL,Codex research; Anna review pending
P60,HARTCHROM Beck GmbH,https://www.hartchrom-beck.de/,Güglingen-Frauenzimmern,Baden-Württemberg,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.hartchrom-beck.de/einsatzmoeglichkeiten/ | https://www.hartchrom-beck.de/,PROVISIONAL,Codex research; Anna review pending
P61,Galvanik-Horstmann GmbH,https://www.galvanik-horstmann.de/,Hildesheim,Lower Saxony,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.galvanik-horstmann.de/impressum/ | https://www.galvanik-horstmann.de/galvanotechnik/,PROVISIONAL,Codex research; Anna review pending
P62,Galvanotechnik Kessel GmbH & Co. KG,https://www.galvanotechnik-kessel.de/,Vechelde,Lower Saxony,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.galvanotechnik-kessel.de/impressum/ | https://www.galvanotechnik-kessel.de/,PROVISIONAL,Codex research; Anna review pending
P63,OTK Oberflächentechnik Kaltenkirchen GmbH,https://otk-galvanik.de/,Kaltenkirchen,Schleswig-Holstein,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://otk-galvanik.de/ | https://www.zvo.org/verband/mitgliedsunternehmen,PROVISIONAL,Codex research; Anna review pending
P64,Wieland Metalloberflächentechnik GmbH,https://www.wieland-oberflaeche.de/,Schwetzingen,Baden-Württemberg,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.wieland-oberflaeche.de/impressum | https://www.wieland-oberflaeche.de/,PROVISIONAL,Codex research; Anna review pending
P65,Porzellanmanufaktur FÜRSTENBERG GmbH,https://www.fuerstenberg-porzellan.com/,Fürstenberg,Lower Saxony,23.41,Manufacture of ceramic household and ornamental articles,,,,probable,state_owned_sme_check,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.fuerstenberg-porzellan.com/ | https://de.wikipedia.org/wiki/Porzellanmanufaktur_F%C3%BCrstenberg,PROVISIONAL,Codex research; Anna review pending
P66,KPM Königliche Porzellan-Manufaktur Berlin GmbH,https://www.kpm-berlin.com/,Berlin,Berlin,23.41,Manufacture of ceramic household and ornamental articles,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.kpm-berlin.com/ | https://www.stiftung-kpm.de/,PROVISIONAL,Codex research; Anna review pending
P67,DOCERAM GmbH,https://www.moeschter-group.com/de/doceram/uebersicht/,Dortmund,North Rhine-Westphalia,23.44,Manufacture of other technical ceramic products,,,,probable,linked_enterprise_check,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.moeschter-group.com/de/doceram/uebersicht/ | https://www.moeschter-group.com/,PROVISIONAL,Codex research; Anna review pending
P68,TechnoKer GmbH,https://technoker.de/,Küps,Bavaria,23.44,Manufacture of other technical ceramic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://technoker.de/impressum | https://technoker.de/,PROVISIONAL,Codex research; Anna review pending
P70,ceram GmbH,https://www.ceram-gmbh.de/,Albbruck-Birndorf,Baden-Württemberg,23.44,Manufacture of other technical ceramic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,DOCUMENT_FOUND_VALIDITY_UNCLEAR,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,Official company evidence documents ceramic spray and sinter powders plus melting and sintering operations; no energy-system deployment is inferred.,2026-09-14,2027-03-14,B,https://www.ceram-gmbh.de/impressum/ | https://www.ceram-gmbh.de/leistungsspektrum/,PROVISIONAL,Codex research; Anna review pending
P71,Flötzinger Brauerei Franz Steegmüller GmbH & Co. KG,https://www.floetzinger.de/,Rosenheim,Bavaria,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.floetzinger.de/,PROVISIONAL,Codex research; Anna review pending
P72,Hofbräuhaus Traunstein Josef Sailer GmbH & Co. KG,https://www.hb-ts.de/,Traunstein,Bavaria,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.hb-ts.de/,PROVISIONAL,Codex research; Anna review pending
P73,Brauerei-Gasthof Kundmüller GmbH,https://www.brauerei-kundmueller.de/,Viereth-Trunstadt,Bavaria,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.brauerei-kundmueller.de/,PROVISIONAL,Codex research; Anna review pending
P74,Brauerei Gebr. Maisel GmbH & Co. KG,https://www.maisel.com/,Bayreuth,Bavaria,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.maisel.com/,PROVISIONAL,Codex research; Anna review pending
P75,Privatbrauerei J.B. Falter Regen KG,https://www.jb-falter.de/,Regen,Bavaria,11.05,Manufacture of beer,40,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.jb-falter.de/service/impressum | https://www.jb-falter.de/,PROVISIONAL,Codex research; Anna review pending
P76,Si-Tech Singer GmbH,https://si-tech-gmbh.com/,Dornstetten,Baden-Württemberg,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://si-tech-gmbh.com/impressum/ | https://si-tech-gmbh.com/,PROVISIONAL,Codex research; Anna review pending
P77,metak GmbH & Co. KG,https://www.metak.de/,Burgwald,Hesse,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.metak.de/impressum | https://www.metak.de/,PROVISIONAL,Codex research; Anna review pending
