source_id,candidate_id,legal_entity,source_type,publisher,document_title,reporting_period,publication_date,access_date,source_link,link_check_status,link_check_date,final_url,relevant_location,evidence_fact,archive_status,review_status
S-P16-01,P16,Sembach GmbH & Co. KG,company_imprint,Sembach GmbH & Co. KG,Imprint,current,,2026-09-13,https://www.sembach.de/en/imprint/,VERIFIED,2026-09-13,https://www.sembach.de/en/imprint/,Imprint,"Exact legal entity; address; register identity; managing director",LINK_ONLY,RESEARCHED
S-P16-02,P16,Sembach GmbH & Co. KG,company_profile,Sembach GmbH & Co. KG,About Sembach,current,,2026-09-13,https://www.sembach.de/en/company/,VERIFIED,2026-09-13,https://www.sembach.de/en/company/,Company profile,"Owner-managed family business; 200 employees; energy-intensive technical-ceramics production; company certification statements",LINK_ONLY,RESEARCHED
S-P16-03,P16,Sembach GmbH & Co. KG,company_process_page,Sembach GmbH & Co. KG,Production process of technical ceramics,current,,2026-09-13,https://www.sembach.de/en/production/,VERIFIED,2026-09-13,https://www.sembach.de/en/production/,Production,"Spray drying; debinding up to 1,100 C; sintering at 1,200-1,750 C; high-temperature and chamber furnaces",LINK_ONLY,RESEARCHED
S-P16-04,P16,Sembach GmbH & Co. KG,direct_iso_certificate,Intechnica Cert GmbH,ISO 50001 certificate EG0057-2025,2025-2028,2025-06-16,2026-09-13,https://www.sembach.de/wp-content/uploads/ISO-50001-bis-2028-E.pdf,VERIFIED,2026-09-13,https://www.sembach.de/wp-content/uploads/ISO-50001-bis-2028-E.pdf,Certificate,"ISO 50001:2018 valid from 18 June 2025 through 17 June 2028 for the Lauf production site",LINK_ONLY,RESEARCHED
S-P16-05,P16,Sembach GmbH & Co. KG,direct_iso_certificate,Intechnica Cert GmbH,ISO 14001 certificate UG0668-2025,2025-2028,2025-06-16,2026-09-13,https://www.sembach.de/wp-content/uploads/ISO-14001-bis-2028-E.pdf,VERIFIED,2026-09-13,https://www.sembach.de/wp-content/uploads/ISO-14001-bis-2028-E.pdf,Certificate,"ISO 14001:2015 valid from 18 June 2025 through 17 June 2028 for the Lauf production site",LINK_ONLY,RESEARCHED
S-P18-01,P18,Glashütte Lamberts Waldsassen GmbH,company_imprint,Glashütte Lamberts Waldsassen GmbH,Impressum,current,,2026-09-13,https://lamberts.de/impressum-2,VERIFIED,2026-09-13,https://lamberts.de/impressum-2,Impressum,"Exact legal entity; address; register identity; managing directors",LINK_ONLY,RESEARCHED
S-P18-02,P18,Glashütte Lamberts Waldsassen GmbH,company_process_page,Glashütte Lamberts Waldsassen GmbH,Lamberts glassmaking company,current,,2026-09-13,https://lamberts.de/home,VERIFIED,2026-09-13,https://lamberts.de/home,Production,"About 70 employees; melting sand, soda and lime; colouring; mouth blowing; cylinder reheating and sheet forming",LINK_ONLY,RESEARCHED
S-P18-03,P18,Glashütte Lamberts Waldsassen GmbH,company_energy_page,Glashütte Lamberts Waldsassen GmbH,Der Zukunft verpflichtet,current,,2026-09-13,https://lamberts.de/der-zukunft-verpflichtet,VERIFIED,2026-09-13,https://lamberts.de/der-zukunft-verpflichtet,Energy and environment,"Natural-gas firing; internal and external cullet; flue-gas filtration; firing-efficiency improvement; certified operational energy management",LINK_ONLY,RESEARCHED
S-P18-04,P18,Glashütte Lamberts Waldsassen GmbH,direct_iso_certificate,OmniCert Umweltgutachter GmbH,ISO 50001 certificate Z-EM-13067-2023-001,2023-2026,2023-12-20,2026-09-13,https://lamberts.de/files/content/Mainpage/Unsere%20Glashuette/Zukunft/Zertifikat_Z-EM-13067-2023-001_Glashuette_Lamberts_Waldsassen.pdf,VERIFIED,2026-09-13,https://lamberts.de/files/content/Mainpage/Unsere%20Glashuette/Zukunft/Zertifikat_Z-EM-13067-2023-001_Glashuette_Lamberts_Waldsassen.pdf,Certificate,"ISO 50001:2018 valid through 19 December 2026 for glass manufacture at Waldsassen",LINK_ONLY,RESEARCHED
S-P19-01,P19,Glasfabrik Lamberts GmbH & Co. KG,company_imprint,Glasfabrik Lamberts GmbH & Co. KG,Impressum,current,,2026-09-13,https://www.lamberts.info/impressum,VERIFIED,2026-09-13,https://www.lamberts.info/impressum,Impressum,"Exact legal entity; address; register identity; general partner and managing director",LINK_ONLY,RESEARCHED
S-P19-02,P19,Glasfabrik Lamberts GmbH & Co. KG,company_profile,Glasfabrik Lamberts GmbH & Co. KG,Unternehmen,current,,2026-09-13,https://www.lamberts.info/unternehmen,VERIFIED,2026-09-13,https://www.lamberts.info/unternehmen,Company profile,"Independent family-owned medium-sized company; integrated cast-glass production; direct certificate index",LINK_ONLY,RESEARCHED
S-P19-03,P19,Glasfabrik Lamberts GmbH & Co. KG,company_energy_page,Glasfabrik Lamberts GmbH & Co. KG,iEcoGlass Ecology,current,,2026-09-13,https://www.lamberts.info/en/iecoglass/ecology,VERIFIED,2026-09-13,https://www.lamberts.info/en/iecoglass/ecology,Energy and environment,"Corporate improvement programme covers the melting furnace, firing method and recycled glass from internal and external cycles",LINK_ONLY,RESEARCHED
S-P19-04,P19,Glasfabrik Lamberts GmbH & Co. KG,direct_iso_certificate,TÜV NORD CERT GmbH,ISO 50001 certificate 44 764 232462,2025-2028,2025-02-13,2026-09-13,https://www.lamberts.info/fileadmin/user_upload/ecoglass/ISO_50001_Zertifizierung__Energiemanagement__062028.pdf,VERIFIED,2026-09-13,https://www.lamberts.info/fileadmin/user_upload/ecoglass/ISO_50001_Zertifizierung__Energiemanagement__062028.pdf,Certificate,"ISO 50001:2018 valid from 2 June 2025 through 1 June 2028 for cast-glass production at Wunsiedel",LINK_ONLY,RESEARCHED
S-P19-05,P19,Glasfabrik Lamberts GmbH & Co. KG,direct_iso_certificate,TÜV NORD CERT GmbH,ISO 14001 certificate 44 104 232462,2024-2027,2024-03-04,2026-09-13,https://www.lamberts.info/fileadmin/user_upload/ecoglass/ISO_14001_Zertifizierung_ab_2024_Umweltmanagement.pdf,VERIFIED,2026-09-13,https://www.lamberts.info/fileadmin/user_upload/ecoglass/ISO_14001_Zertifizierung_ab_2024_Umweltmanagement.pdf,Certificate,"ISO 14001:2015 valid from 5 April 2024 through 4 April 2027 for cast-glass production at Wunsiedel",LINK_ONLY,RESEARCHED
S-P19-06,P19,Glasfabrik Lamberts GmbH & Co. KG,regional_trade_press,Frankenpost,Lamberts investiert 30 Millionen Euro am Standort Wunsiedel,2025,2025-11-21,2026-09-13,https://www.frankenpost.de/inhalt.freudige-nachricht-rieseninvestition-in-holenbrunn.54fc6b3d-9ea0-4a78-96f6-b22af96cd3b1.html,VERIFIED,2026-09-13,https://www.frankenpost.de/inhalt.freudige-nachricht-rieseninvestition-in-holenbrunn.54fc6b3d-9ea0-4a78-96f6-b22af96cd3b1.html,Company profile,"About 120 employees and a reported EUR 30 million site investment; investment details require direct-company corroboration before technology deployment coding",LINK_ONLY,RESEARCHED
